,id_str,user_id,text,created_at,lang,entities_hashtags,entities_symbols,location,coordinates,time_zone
0,1243575638822400000,1061325562096939008,"@bitbns @coin__giveaway @Contest_in @contest_world @QuizCrypto Corona, virus, handwash, covid, lockdown",2020-03-27 16:28:31,en,[],[],,,
1,1243575653246648321,17964981,"Make corona virus testing free, charging 4500 will be a non starter https://t.co/vQMVxjvR6j",2020-03-27 16:28:34,en,[],[],Mumbai,,
2,1243575686717112323,1239104679079866368,"@ZeeNewsHindi @sudhirchaudhary China is playing a game with other countries, to expose the Corona virus and becoming financialy very strong know, We must understand this.",2020-03-27 16:28:42,en,[],[],"Bengaluru, India",,
3,1243576027521089538,1241712477588434944,Guys in coma don't give a damn about corona virus,2020-03-27 16:30:04,en,[],[],RAJNEESHPURAM,,
4,1243576092008513539,397150485,"Must stayed 21 days .. Locked down India #corona #coronavirusmemes😂😂😂 @ Vipin garden, Dwarka mor https://t.co/8SM3thBE4d",2020-03-27 16:30:19,en,"[{'text': 'corona', 'indices': [41, 48]}, {'text': 'coronavirusmemes', 'indices': [49, 66]}]",[],"New Delhi, India","{'type': 'Point', 'coordinates': [77.02634904, 28.62085915]}",
5,1243576129534873601,131389560,"Rajdeep, even in this hour also you want to play a politics, please understand majority of citizens are seeing oneness and also appreciating central state partnerships, you like should stop doing muddy work, please think as an Indian nothing else ! Jai Hind! https://t.co/8s6jWenXzx",2020-03-27 16:30:28,en,[],[],Faridabad,,
6,1243576346623774732,1206152793611890688,AlMlM Samir Alvi 🇮🇳🤲 https://t.co/xks8hM98sB,2020-03-27 16:31:20,en,[],[],,,
7,1243576524084740097,1240825332925521920,"In order to build the corona epidemic, the government needs to make some tough decisions, and people need to prepare for more sacrifices. In many places, people are disobeying house arrest orders. Regulations are called for people who come from other places.",2020-03-27 16:32:02,en,[],[],,,
8,1243576610516865026,862962885001084928,"First Corona death reported in Tumkur, Karnataka..Now the 3 wives &amp; 16 children of the deceased are kept in observation

What disturbs me is he stayed in Delhi's Jamia Masjid for 5 days .. I think he is the supporting @MrinalPande1 घर में नहीं खाने का अनाज 
फिर भी पढ़ना है नमाज़ https://t.co/5pgQ3eEp11",2020-03-27 16:32:23,en,[],[],"Lagos, Nigeria",,
9,1243576678993014787,1197881976276967426,"#GodMorningFriday
Nostradamus also predicted about saint Rampal Ji Maharaj and wrote that he can even bring natural changes by his spiritual power.
#ChineseVirus19
- Supreme Saint Rampal Ji Maharaj
Must Wacth Ishwar TV 8.30pm (IST).
China America corona
https://t.co/BMvotU55En",2020-03-27 16:32:39,en,"[{'text': 'GodMorningFriday', 'indices': [0, 17]}, {'text': 'ChineseVirus19', 'indices': [148, 163]}]",[],,,
10,1243576773838811137,2364205584,"Good work done by Delhi gov Mr. Kejriwal, thank you so much in helping to keep environment clean&amp;healthy 🙏🏻👌🏻👏👏  @ArvindKejriwal @PMOIndia @vivekagnihotri @MoHFW_INDIA @narendramodi @aaprajeshrishi @CPCB_OFFICIAL https://t.co/IgNcXpq4Gk",2020-03-27 16:33:02,en,[],[],New Delhi,,
11,1243576977862184960,14420467,Fine. But we demand that all of them are held in quarantine in tents on the lawns of the Supreme Court of India. https://t.co/Y8BGyAgFgj,2020-03-27 16:33:50,en,[],[],"Mumbai, Maharashtra",,
12,1243577106908565505,945997100,"Shame on you @ArvindKejriwal your Govt is pushing migrant labourers at UP border. You forgot their contribution in Delhi’s economy. You took their votes too. 

You are running few buses to drop those poor migrant labourers at the mouth of Corona. 

@PMOIndia pl step in.",2020-03-27 16:34:21,en,[],[],"Bengaluru, India",,
13,1243577357748895749,899304232779522048,Hindusthan is for Hindus. https://t.co/rXf9oIZg5s,2020-03-27 16:35:21,en,[],[],"Delhi, Hindu Rashtra Bharat",,
14,1243577392754556929,105843141,@republic Luv you Ladies !  Where are the billionaire Khans of  Bollywood ? Planning to produce stories for their forthcoming launches based on Corona tragedy ?                     Learn from these Ladies of Hollywood  !,2020-03-27 16:35:29,en,[],[],"New Delhi, India",,
15,1243577414992740357,1243218871592448001,#AskZee Why is the number of corona patients increasing even after lock down?,2020-03-27 16:35:34,en,"[{'text': 'AskZee', 'indices': [0, 7]}]",[],"Sadabad, India",,
16,1243577436572282880,502806104,#KejriwalAtC40 addressed leaders of 96 countries via video conferencing shared how Delhi is aggressively persuading policy of identifying contacts of covid-19 He said  we cannot afford to lose single life due to Corona &amp; starvation. MAN WITH A PLAN https://t.co/YsnaJfG0HH,2020-03-27 16:35:40,en,"[{'text': 'KejriwalAtC40', 'indices': [0, 14]}]",[],mumbai,,
17,1243577499474223110,914475185582915584,"If she knew this then how come so many people died in China?

They HV killed so many people around the world now teaching Technique to Kill Corona Virus!  Pathetic 
#ChineseVirus #ChineseWuhanVirus https://t.co/BIlcY6M8AB",2020-03-27 16:35:55,en,"[{'text': 'ChineseVirus', 'indices': [165, 178]}, {'text': 'ChineseWuhanVirus', 'indices': [179, 197]}]",[],India,,
18,1243577517232902146,914475185582915584,"If she knew this then how come so many people died in China?

They HV killed so many people around the world now teaching Technique to Kill Corona Virus!  Pathetic 
#ChineseVirus #ChineseWuhanVirus",2020-03-27 16:35:59,en,"[{'text': 'ChineseVirus', 'indices': [165, 178]}, {'text': 'ChineseWuhanVirus', 'indices': [179, 197]}]",[],India,,
19,1243577683746881536,326711526,# Tamiflu used in HINI viral prophylaxis may find use in Corona prophylaxis,2020-03-27 16:36:39,en,[],[],"Punjab, India",,
20,1243577799559933952,2268951901,@skilledinodisha How many Corona check centres in tribal districts yet? What will be stps in case f brk out in interior regns far awy frm Sum n KIMS n Bbsr? How many sampls f rural regns till date sent 4 +vity test? Why only 260sme samples while mre than 4k r frm foreign? Why sch loopholes?,2020-03-27 16:37:06,en,[],[],"New Delhi, India",,
21,1243577907689279488,323064897,"It's a great pity to see migrant workers plight,who are trying to reach https://t.co/n6mEuP3EhC seems they must have been given atleast 24hours deadline to reach hometown.Their plight/hunger seems more acute then corona infection Govt Must do something to support them immediately",2020-03-27 16:37:32,en,[],[],NEWDELHI,,
22,1243577929281310721,113403199,"Release a selfless serving doctor, stop hatred. https://t.co/SUXL0Mk6nM",2020-03-27 16:37:37,en,[],[],Mumbai,,
23,1243578208986869760,425112274,"Just a single advantage of #corona 
#Covid19India https://t.co/v7uxRhwYPY",2020-03-27 16:38:44,en,"[{'text': 'corona', 'indices': [27, 34]}, {'text': 'Covid19India', 'indices': [36, 49]}]",[],GORAKHPUR,,
24,1243578280437002240,235231420,"@UttaraVarmaTOI Sleep.... (Because of corona I am not able to sleep ,I  am  Hardly sleeping for 4 to 5 hours)",2020-03-27 16:39:01,en,[],[],India,,
25,1243578302662676486,86717533,"More People will die from whatsapp forward rather than Corona Virus! 

#CoronaLockdown
#coronavirus 
#WhatsApp",2020-03-27 16:39:06,en,"[{'text': 'CoronaLockdown', 'indices': [71, 86]}, {'text': 'coronavirus', 'indices': [87, 99]}, {'text': 'WhatsApp', 'indices': [101, 110]}]",[],"Chandigarh, India",,
26,1243578529847050243,562757508,"@BPCLimited Home delivery in Parel Mumbai 400012 ( Yash Hita Entp ) stopped ? People are standing in long Q more than 150 now to take delivery causing spread of virus , pl confirm home delivery service is working or not ?@MumbaiPolice kindly visit at store manage people . https://t.co/6vJ7Nirnro",2020-03-27 16:40:00,en,[],[],India ,,
27,1243578584125636610,1005523453808504832,"As part of *""NAMOJYOTHI""* program . . M thanked Our Beloved #PrimeMinister Sri @narendramodi ji who has released Rs 1.70 lakhs Crores fund to Needy People of the Nation in this #CORONA #lockdown period. . 🙏🏼
#NamoJyothi
@BJP4Telangana @bandisanjay_bjp 
@BJP4Warangal https://t.co/b8nfgPzITa",2020-03-27 16:40:13,en,"[{'text': 'PrimeMinister', 'indices': [60, 74]}, {'text': 'CORONA', 'indices': [177, 184]}, {'text': 'lockdown', 'indices': [185, 194]}, {'text': 'NamoJyothi', 'indices': [208, 219]}]",[],"Warangal-Hanamkonda, India",,
28,1243578672298196992,1197881976276967426,"#GodMorningFriday
Must know how to use the leisure time found in this corona virus epidemic to see who is the Almighty Lord,
 watch Sadhana TV 7:30 to 8:30 pm
#CoronavirusOubreak
#COVID2019
https://t.co/dFW66b8EDB",2020-03-27 16:40:34,en,"[{'text': 'GodMorningFriday', 'indices': [0, 17]}, {'text': 'CoronavirusOubreak', 'indices': [159, 178]}, {'text': 'COVID2019', 'indices': [179, 189]}]",[],,,
29,1243578755034959878,105843141,@JM_Scindia Your decision to leave the maa-beta party has been welcomed by one &amp; all. You also must be rejoicing that you have come to the side of a statesman  NM ! a true leader &amp; the ablest PM this country has seen .The measures  taken to fight against corona  is Proof,2020-03-27 16:40:54,en,[],[],"New Delhi, India",,
30,1243578780930707456,941577587536494592,There are many unruly public at Thier place of worship disobeying law. Please enforce laW. https://t.co/1WAb9jDZ4b,2020-03-27 16:41:00,en,[],[],,,
31,1243578859863277582,2723931074,Stay home and fight corona virus https://t.co/XOZ9Y7UnUt,2020-03-27 16:41:19,en,[],[],"Patna, India",,
32,1243579068446105602,161213445,"@PiyushGoyal Sir,Our country need a Sanitization buget and people understanding even after corona virus epidemic is over.",2020-03-27 16:42:09,en,[],[],New Delhi,,
33,1243579131943686145,1042391820,@stjdasa @IshitaYadav Corona Virus is the first virus in the world that is being spread by literate people.,2020-03-27 16:42:24,en,[],[],"चंडीगढ़, भारत",,
34,1243579225971388417,2351588454,"@republic #LockdownQuestions this is vinayak Borwankar Hyderabad. This monstrous dreaded virus called Corona has to be dealt with how it's being done now. Complete lockdown&amp; no other option left. If the so called literate &amp; high profile do understand, it's their problem.",2020-03-27 16:42:46,en,"[{'text': 'LockdownQuestions', 'indices': [10, 28]}]",[],"Hyderabad, India",,
35,1243579464870756353,1082147608880046080,"That's @swiggy_in and @ZomatoIN he meant. @UberEats shut operations few months ago.
But this is a kind gesture and a good move. Thank you @CMOTamilNadu !
#FlattenTheCurve #TN_Together_AgainstCorona https://t.co/sY9cycxWkJ",2020-03-27 16:43:43,en,"[{'text': 'FlattenTheCurve', 'indices': [154, 170]}, {'text': 'TN_Together_AgainstCorona', 'indices': [171, 197]}]",[],Chengalpattu,,
36,1243579492750077952,454740458,"Recitation of my daughter regarding Awareness from CORONA infection.
#NarendraModi #MamataBanerjee
https://t.co/Wmuxbchg04",2020-03-27 16:43:50,en,"[{'text': 'NarendraModi', 'indices': [69, 82]}, {'text': 'MamataBanerjee', 'indices': [83, 98]}]",[],"Khardah, West Bengal",,
37,1243579497317830662,1142742423467991040,Would community explore unitedly blame China to responsible for spred -out corona-19.,2020-03-27 16:43:51,en,[],[],"Patna, India",,
38,1243579738330972162,308453685,"Special Passes/pemits issued so that police don't block workers of customs brokers, multi model transport operators, freight forwarders dont face problems. Workers who get Corona virus will be treated in port hospital. @NHRA @PalanHemang",2020-03-27 16:44:48,en,[],[],,,
39,1243579827992567808,289254200,"@TimesNow @INCIndia @MoHFW_INDIA @PMOIndia this is dangerous , what action will govt take , meanwhile many in media praising Kerala government handling corona issue @ndtv",2020-03-27 16:45:10,en,[],[],,,
40,1243579963669798912,719384854849200128,"The only organization who is more worried right now is @LICIndiaForever 
They should change the tag line to zindagi ke saath bhi, #corona ke baad bhi😋😋
#LIC 
#IndiaFightsCorona 
#coronavirusindia",2020-03-27 16:45:42,en,"[{'text': 'corona', 'indices': [130, 137]}, {'text': 'LIC', 'indices': [152, 156]}, {'text': 'IndiaFightsCorona', 'indices': [158, 176]}, {'text': 'coronavirusindia', 'indices': [178, 195]}]",[],"Surat, India",,
41,1243580043718045696,1061325562096939008,"@bitbns @coin__giveaway @Contest_in @contest_world @QuizCrypto China, virus,  corona, handwash, lockdown, covid",2020-03-27 16:46:01,en,[],[],,,
42,1243580088081235968,507740027,Do watch the movie contagion now on  #sonypix  #contagion #Corona,2020-03-27 16:46:12,en,"[{'text': 'sonypix', 'indices': [37, 45]}, {'text': 'contagion', 'indices': [47, 57]}, {'text': 'Corona', 'indices': [58, 65]}]",[],Bangalore,,
43,1243580168289034240,31068435,Wat is our @narendramodi govt doing wrt to PoK doing as many corona patients in #pakistan are being dumped to die in PoK #LockdownQuestions @ArnabGoswamiRtv,2020-03-27 16:46:31,en,"[{'text': 'pakistan', 'indices': [80, 89]}, {'text': 'LockdownQuestions', 'indices': [121, 139]}]",[],India,,
44,1243580218192711680,2270030772,"No Corona, No Covid
Call it "" Chinese Virus ""
#JackRestoreAnujBajpaiPlease 
#JackRestoreAnujBajpai",2020-03-27 16:46:43,en,"[{'text': 'JackRestoreAnujBajpaiPlease', 'indices': [46, 74]}, {'text': 'JackRestoreAnujBajpai', 'indices': [76, 98]}]",[],India,,
45,1243580312564662272,2935663404,"#mypartofmynation day3 completed #stayhomestaysafe #covid_19 #corona @ Chennai, India https://t.co/soZJbWgqfs",2020-03-27 16:47:05,en,"[{'text': 'mypartofmynation', 'indices': [0, 17]}, {'text': 'stayhomestaysafe', 'indices': [33, 50]}, {'text': 'covid_19', 'indices': [51, 60]}, {'text': 'corona', 'indices': [61, 68]}]",[],madurivoyal,"{'type': 'Point', 'coordinates': [80.2751, 13.0812]}",
46,1243580396098314240,1199270542194294784,"➡️ "" 21 din me corona gayab ""
.
➡️ "" stay home stay safe ""
.
@inficoders_technolab
.
#coronavirusindia #inficoders_technolab #SupportLockDown #CoronaLockdown #CoronavirusOutbreak #Corona #IndiaFightsCorona #IndiaBattlesCoronavirus #21daylockdown #21daysLockdownIndia https://t.co/xSmbG5WauK",2020-03-27 16:47:25,en,"[{'text': 'coronavirusindia', 'indices': [85, 102]}, {'text': 'inficoders_technolab', 'indices': [103, 124]}, {'text': 'SupportLockDown', 'indices': [125, 141]}, {'text': 'CoronaLockdown', 'indices': [142, 157]}, {'text': 'CoronavirusOutbreak', 'indices': [158, 178]}, {'text': 'Corona', 'indices': [179, 186]}, {'text': 'IndiaFightsCorona', 'indices': [187, 205]}, {'text': 'IndiaBattlesCoronavirus', 'indices': [206, 230]}, {'text': '21daylockdown', 'indices': [231, 245]}, {'text': '21daysLockdownIndia', 'indices': [246, 266]}]",[],Ahmedabad,,
47,1243580407146336257,1361074261,"@ImranKhanPTI it is now proved that you are a beggar by birth ; not to talk about suicide , you are still begging from IMF , ADB etc in the name of Corona @TahirGora @TarekFatah @nailainayat",2020-03-27 16:47:28,en,[],[],"Hansi, Haryana (India)",,
48,1243580455774875648,899908074441396225,"Italy:
Total Corona Case (TCC): 80589
Recovered (R): 10361
Recovery Rate : 12.8%

USA:
TCC: 85762
R: 1868
RR: 2.2%

Germany:
TCC: 47373
R: 5673
RR: 11.9%

China:
TCC: 81340
R: 74588
RR: 91.7%

Y recovery rate high only in China?

Stats prove China is playing dirty game with world",2020-03-27 16:47:39,en,[],[],Rangia India ,,
49,1243580621458309120,778470064890662912,"Why pseudo media not disclosing the name of INC mla, the super spreader of corona virus in Kerala, for not being from the community of Kunica Kapoor?",2020-03-27 16:48:19,en,[],[],"New Delhi, India",,
50,1243580635584888832,723815792,"@drharshvardhan @narendramodi This report says India has now entered the dreaded stage 3, believed to be community speead stage of Corona virus infection...Is this correct ???? This report could create panic : 
https://t.co/COzUyu8eOo",2020-03-27 16:48:22,en,[],[],India,,
51,1243580681365544960,2807404148,"@narendramodi Movement of labours continues from one state to another, the corona epidemic will go out of control. Dear Mr. Prime Minister, please deploy army at the earliest and impose curfew at all the places.",2020-03-27 16:48:33,en,[],[],India,,
52,1243580735627374595,604771253,"Res. Sir, I am from Raipur (Chattisgarh). Recently, I have admitted my mother (70 yrs old) to Apollo Hospital Hyderabad for surgery. But, now management has forced to go from hospital. Sir, I kindly requested you to please arrange me an accommodation here or arrange to deport. https://t.co/7tdv6LOsN7",2020-03-27 16:48:46,en,[],[],RAIPUR,,
53,1243580753146982410,2406766940,@RanjuDodum Heard they performed Corona puja en masse to drive away Covid19 at Banderdewa .,2020-03-27 16:48:50,en,[],[],,,
54,1243580782053969920,1183943808251072512,This is heart breaking bhai plz take a look at this kid..@BeingSalmanKhan #CoronavirusOutbreak #COVID #CoronavirusOutbreakindia #COVID19outbreak https://t.co/C3dHtkM9U6,2020-03-27 16:48:57,en,"[{'text': 'CoronavirusOutbreak', 'indices': [74, 94]}, {'text': 'COVID', 'indices': [95, 101]}, {'text': 'CoronavirusOutbreakindia', 'indices': [102, 127]}, {'text': 'COVID19outbreak', 'indices': [128, 144]}]",[],"Byadgi, India",,
55,1243580933917343744,1175214048,Two hours to go and India have recorded 142 Corona positive cases today - highest in a single day. Kerala and Maharashtra are rising numbers.,2020-03-27 16:49:33,en,[],[],"New Delhi, India",,
56,1243581113701937158,309707386,"Kerala @INCIndia leader has criminally spread #Corona in hundreds of people!Persons like him should be shot in day-light! What is the agenda of this Congressi anti-social!For every person infected by him,we feel very sad and ask @CMOKerala  @KeralaGovernor",2020-03-27 16:50:16,en,"[{'text': 'Corona', 'indices': [46, 53]}]",[],NEW DELHI,,
57,1243581166940086272,1133590774644260864,China is a virus 😑@iSinghApurva https://t.co/PaBOCoYUIQ,2020-03-27 16:50:29,en,[],[],"jhajjar,Haryana, India",,
58,1243581274138095616,2197078710,"From tomorrow stay at home watch these shows for timepass if U are feeling bored &amp; remember those good times
Hope we recover soon from #corona
Thanks for this  @DDNational 
#QuarantineLife #lockdownindia #StayHomeStaySafe #DDNational #Mahabharat #Ramayan #Circus #ByomkeshBakshi https://t.co/kgoucdb7hw",2020-03-27 16:50:55,en,"[{'text': 'corona', 'indices': [139, 146]}, {'text': 'QuarantineLife', 'indices': [177, 192]}, {'text': 'lockdownindia', 'indices': [193, 207]}, {'text': 'StayHomeStaySafe', 'indices': [208, 225]}, {'text': 'DDNational', 'indices': [226, 237]}, {'text': 'Mahabharat', 'indices': [238, 249]}, {'text': 'Ramayan', 'indices': [250, 258]}, {'text': 'Circus', 'indices': [259, 266]}, {'text': 'ByomkeshBakshi', 'indices': [267, 282]}]",[],"CUTTACK,ODISHA ",,
59,1243581320623722497,2723931074,Fight corona virus and stay home not break lock down https://t.co/j3lMfeEP4F,2020-03-27 16:51:06,en,[],[],"Patna, India",,
60,1243581471241183234,380314950,"Wouldn't it be such a relief, if we all somehow, woke up on 1st April and someone screamed ""April fool, yeh corona toh joke tha?!""
#GoCoronaGo",2020-03-27 16:51:42,en,"[{'text': 'GoCoronaGo', 'indices': [131, 142]}]",[],"Mumbai, India",,
61,1243581965720305664,16706689,"@narendramodi @mygovindia Sir, We Govt. must use all private hospitals &amp; make this mandatory for them to support this war against Corona #ChineseVirus19 #Lockdown21",2020-03-27 16:53:39,en,"[{'text': 'ChineseVirus19', 'indices': [141, 156]}, {'text': 'Lockdown21', 'indices': [157, 168]}]",[],India,,
62,1243582050243936256,628453349,"@JustinTrudeau World fight with Corona, 
China earn from Corona",2020-03-27 16:54:00,en,[],[],भारत | हिन्दुस्तान |India 🇮🇳,,
63,1243582055411118086,957372961,"Day 3 of lockdown going pretty well.
#CoronaLockdown 
#coronavirusindia 
#corona https://t.co/PIAvrYn1Yl",2020-03-27 16:54:01,en,"[{'text': 'CoronaLockdown', 'indices': [37, 52]}, {'text': 'coronavirusindia', 'indices': [54, 71]}, {'text': 'corona', 'indices': [73, 80]}]",[],Mumbai,,
64,1243582059232333826,792430058140872704,"Beijing 1052km, Shanghai 629km from Wuhan (China), yet there is not a single case of corona found there. While it is far away from USA, Europe. Is this not a biological weapon? Remove China from a permanent member of UNO.
@realDonaldTrump @BorisJohnson @narendramodi @EPhilippePM",2020-03-27 16:54:02,en,[],[],"Jaisalmer, India",,
65,1243582066291363842,2723931074,Lock down note Break &amp; Corona virus https://t.co/KQZ4tvY3Nl,2020-03-27 16:54:03,en,[],[],"Patna, India",,
66,1243582353747795968,1149181225325588480,"I wish its true 🤣🤣🤣🤣🤣🤣🤣
but what about stamp sanitizing ! https://t.co/8L4mGGHLt9",2020-03-27 16:55:12,en,[],[],Airpots worldwide,,
67,1243582496068993025,1105900768794763265,"dear zindgi u are such good &amp; bad know we fight with corona but u lives rest &amp; enjoy...
these day country is fully locked forethere u spend family time , reading time &amp; play other games...but mod is down like ungreen plant condition.
#21DaysChallenge https://t.co/1WBHN5jmXi",2020-03-27 16:55:46,en,"[{'text': '21DaysChallenge', 'indices': [246, 262]}]",[],"Jaipur, India",,
68,1243582553778302976,765617064,@narendramodi @RBI @nsitharamanoffc @PMOIndia a big thank you all of you for EMI related decisions 🙂🙏👏 ab maja aayega corona se ladne me.  I am with my nation. jai hind jai Bharat . India fight against corona.,2020-03-27 16:56:00,en,[],[],"Ghaziabad, India",,
69,1243582802341146625,460848504,"This the factual situation in #Cuba

#CoronaUpdate 
#CoronavirusOutbreak 
#Corona https://t.co/9UAwhenqwN",2020-03-27 16:56:59,en,"[{'text': 'Cuba', 'indices': [30, 35]}, {'text': 'CoronaUpdate', 'indices': [37, 50]}, {'text': 'CoronavirusOutbreak', 'indices': [52, 72]}, {'text': 'Corona', 'indices': [74, 81]}]",[],"Madras, Tamilnadu, India",,
70,1243583009552576513,1108797594,Corona virus spotted https://t.co/F6qgPAqvUW,2020-03-27 16:57:48,en,[],[],Indore,,
71,1243583052187439104,1068907099365601281,"This thread have so many valid points.. must read
#CoronavirusOutbreak #ChineseVirus19 @The_Realist808 @MeerraChopra @mpopat @pranali7620 @pratikbg https://t.co/XayXtHqBS5",2020-03-27 16:57:58,en,"[{'text': 'CoronavirusOutbreak', 'indices': [50, 70]}, {'text': 'ChineseVirus19', 'indices': [71, 86]}]",[],"Kolhapur, India",,
72,1243583163986841602,884099831320281088,@sanghaviharsh Sir make this in all areas of Surat...as Public is still not being serious abt corona...,2020-03-27 16:58:25,en,[],[],"Surat, India",,
73,1243583219473068032,45795876,Spain is returning 6lakh 40 thousand faulty #Corona virus test kits. They are known for sub standard products but not at this hour of #ChineseVirusCorona crisis. https://t.co/vHsbdhF7ac,2020-03-27 16:58:38,en,"[{'text': 'Corona', 'indices': [44, 51]}, {'text': 'ChineseVirusCorona', 'indices': [134, 153]}]",[],NEW DELHI,,
