,date,tweet_text
97,2020-03-25 19:06:33,"Entire #World is #Panicking due to #Covid19, #Mother #Earth is #Healing.
#StayStrong #StayatHome #workfromhome #WFH… https://t.co/AuZBeOcfFN"
98,2020-03-25 19:07:21,@avignited @Mdzeeshanayyub And is police immune to Corona ?..no mask? ..this lockdown is to save lives..not to inju… https://t.co/dbg8yD451Y
99,2020-03-25 19:07:54,"Why PM Modi Dress Him up like a Model to address ""Janata Curfew and Bharath Lock Down"" to Drive out Covid19?
Agree… https://t.co/waQrfeOWrW"
100,2020-03-25 19:07:54,"What the hell, sick bastards...already corona is killing ppl! These terrorist are not getting corona virus.
#KabulGurdwaraAttack"
101,2020-03-25 19:08:38,"Does anyone know “https://t.co/4YCsXi3g4J”? It looks like shameless profiteering. ... Also, look at the high-five b… https://t.co/guUx2T66xw"
102,2020-03-25 19:08:57,Fine. Until tomorrow... @ Corona in India https://t.co/dHJguveRVz
103,2020-03-25 19:09:13,"Beats me! Between people' lives &amp; the American economy, an unreal
.@realDonaldTrump prefers the latter. Is America… https://t.co/qeNNLngI7g"
104,2020-03-25 19:09:24,@ShefVaidya @DeShobhaa I think Ms Shobha De should file a complaint against this wretched obnoxious woman for makin… https://t.co/39fQYl6Nu4
105,2020-03-25 19:09:29,"@suhasinih CorpBosses n Elites standing on Balconies doing ""Taali Bejao"" 2Gimmickry, must know, not many live in ""A… https://t.co/KLfYjHQ5Xn"
106,2020-03-25 19:09:32,@Equiideas09 @Ajay_Bagga @drharshvardhan Already varfied &amp; it is saved for medical staff only &amp; acute corona patien… https://t.co/GlBkfPiyWs
107,2020-03-25 19:10:03,@Ajay_Bagga @drharshvardhan Already varfied &amp; it is saved for medical staff only &amp; acute corona patients..if it is… https://t.co/c9b7Upvwlc
108,2020-03-25 19:11:22,"@PrashantKishor @theorignalmalik Agree wd PK. 
Only lock down wl not yield any results. Govt nd to invest big money… https://t.co/b45NvYSvqS"
109,2020-03-25 19:12:44,Finally India got its Carona Dashboard. This is the official website for CORONA updates.   Updating every 4 hrs..… https://t.co/8TjWCOABkE
110,2020-03-25 19:13:30,We need our weapons to fight a battle against deadly corona virus https://t.co/h9Hstkv7dx
111,2020-03-25 19:14:10,Hey guys its my request to get Quarantine in your house for 21 days. This will be your biggest patriotism. And its… https://t.co/U3P9G6MYY2
112,2020-03-25 19:14:33,"@oye @riteshagar @EconomicTimes 
Why this has not started in India?? https://t.co/LPyulg1OoI"
113,2020-03-25 19:16:41,"#IndiaFightsCorona
During this time of crisis, our senses are further awakened and a way to respond to Corona is al… https://t.co/7iuJE60Wvt"
114,2020-03-25 19:16:50,"Dear blogg Readers from last few days I can't posted any Blogg or any Quotes "" Reason is our nation India going thr… https://t.co/YjulzaFhpa"
115,2020-03-25 19:17:09,"#IndiaFightsCorona
Although the battle of Mahabharat was won in 18 days, our fight against corona will take 21 days… https://t.co/ULXI2JeJZp"
116,2020-03-25 19:17:42,@MoHFW_INDIA @investindia @DIPPGOI @Pharmadept pls help those who protect us @IMAIndiaOrg @ahpi_india pls hv realis… https://t.co/lylBS2vtyU
117,2020-03-25 19:18:26,"Divided by corona holidays  United by player unknown's battlegrounds [PUBG
#pubgmobile 
#pubg https://t.co/bCn6HqdLiP"
118,2020-03-25 19:18:51,Let's fight against CORONA..... https://t.co/QZ4ukAQK4L
119,2020-03-25 19:19:13,"An example of #SocialDistancing 

Some ppl will understand only in this manner..

Stay away from ppl for few days s… https://t.co/UawXeN4OLP"
120,2020-03-25 19:19:19,@himantabiswa I'd like to know if people without travel history won't be tested for Corona. I am suffering from cou… https://t.co/7VoJOs5O2d
121,2020-03-25 19:20:38,Feeling proud of you Prince of Kolkata &amp; all of our beloved dada @SGanguly99 &amp; Cricket Association of Bengal (CAB).… https://t.co/cJgDvAML3y
122,2020-03-25 19:21:00,Very few people have been tested for coronavirus in India right now. The number of corona virus positive patients c… https://t.co/uGqmn07zj3
123,2020-03-25 19:21:18,"@PMOIndia this will make maximum impact with isolation
Proposal to convert all the trains in India, to Corona Isola… https://t.co/WlZLgV0kmb"
124,2020-03-25 19:23:48,"CORONA - Coming Out Restricted, Outsiders Not Allowed.

@narendramodi
@narendramodi_in 
@ABPNews
#CoronavirusLockdown 
#Lockdown21"
125,2020-03-25 19:24:54,People these are not criminals. You’re sitting safely in your homes. Feel for those made not only homeless but stat… https://t.co/G9gMxdI2Cg
126,2020-03-25 19:25:21,This will make you cry! Salute to all serving the nation. @MumbaiPolice thank you for your service. Please take car… https://t.co/jszKwi3Q05
127,2020-03-25 19:28:40,"#Dr.of Delhi #Usman Riyaz has not been living long among us,saving the lives of the #Corona victims.He is the first… https://t.co/rI8NhnGUam"
128,2020-03-25 19:30:50,"Due to Corona,  sometime I feel that we are in heaven.  All of us,  people,  govt., and everyone is talking about w… https://t.co/bO5V5UOv9r"
129,2020-03-25 19:31:57,"I appreciate #BlrCityPolice for fighting against #Corona
I saw that Anepalya and Neelasandra area was very Croud lo… https://t.co/MXVRxx1y4r"
130,2020-03-25 19:32:20,"Perhaps, BJP leader Believes Cow Urine is the Cure for Covid19. https://t.co/HYjfXttwWH"
131,2020-03-25 19:32:40,@CoronaFighters we salute Corona fighters https://t.co/IIziVkou4P
132,2020-03-25 19:33:28,Jaipur Panchbatti today.. it was raining like anything and totally deserted due to Corona virus lockdown all India… https://t.co/i3ZYP48uuJ
133,2020-03-25 19:34:39,Selfless devotion to duty &amp; sensitivity. https://t.co/RtX05LZ2iW
134,2020-03-25 19:34:47,Plz contact him with full address and phone number of the concerned doctors!! https://t.co/waDk3DiVJY
135,2020-03-25 19:37:08,@PMOIndia @narendramodi @HMOIndia @PiyushGoyal @PiyushGoyalOffc @RailMinIndia this will make maximum impact with is… https://t.co/Yl09VoDkV5
136,2020-03-25 19:37:18,"Namastey 🙏 follow me at https://t.co/q7M4b0ivec
💪Let's fight together against Corona.
Please join for a healthy &amp; c… https://t.co/1EjcCvSMIx"
137,2020-03-25 19:38:08,@HannahAlOthman Shower people.. talks about shower. Corona maintain with shower people 😂
138,2020-03-25 19:38:52,"All of us are taking care of each other,  living inside for others. We should thank to nature,  for reminding us no… https://t.co/e1eeNwthwL"
139,2020-03-25 19:38:59,Social distancing Rules Is not Following by Acme mall (Reliance mart) Conductor people are standing in line touch t… https://t.co/aV7kg3jNdP
140,2020-03-25 19:39:27,@inquestioner Many of them are no less to the guy who leads them. There are WhatsApp forwards that the whole Corona… https://t.co/faNlgdamYz
141,2020-03-25 19:39:41,@narendramodi It’s really emotional .. bahar corona hai papa ..respect Police https://t.co/S6fjFudv9u
142,2020-03-25 19:40:38,"@AyannaPressley I think you are saying that one type of death (starvation) is preferable to another type, by disease (Corona virus)"
143,2020-03-25 19:41:06,"#21daylockdown #144 Workout get Done Anywhere not always in Gym, Its Depend on You have To work or not. No Gym open… https://t.co/jhs82VRn5G"
144,2020-03-25 19:43:04,@vivekagnihotri @jai1kaushik Ye to pagal ho gai corona ke attack se.... 😃😃😃
145,2020-03-25 19:43:12,Very reassuring indeed... https://t.co/Zsqu51faTG
146,2020-03-25 19:44:48,@pranjalikhare our dad do 😁 https://t.co/MCx5SADYzw
147,2020-03-25 19:47:04,"“I” and “U” can break the chain. Observe social distancing. Stay at home. Stay safe. 🏡 
#StayHome #staysafe #Corona… https://t.co/L98xFYfIbw"
148,2020-03-25 19:47:23,"Zindagi ek baar milti hai..
So support the government 
#stayhome #jantacurfew #law #lawandorder #indianfestivals… https://t.co/Ga5BLGMYWd"
149,2020-03-25 19:47:52,"Somebody’s what app status : 
Now only 2 religious:
 Corona +Ve 
Corona -ve 
#CoronaVillains #Lockdown21… https://t.co/ShDKglehiW"
150,2020-03-25 19:48:53,"@Rail_Min @GM_NRly @drmumb  I , Tajinder Singh Nanda working as a Station Master at Ahmadgarh Station , Ambala Divi… https://t.co/MyPUyGhbLT"
151,2020-03-25 19:49:49,Mr. Manish Sir. Hats off to you. I salute you for this kind intervention in this time of crisis. We need tens and t… https://t.co/aUEHYriyLF
152,2020-03-25 19:50:38,"I support as a volunteer for save my country from corona viruse 🙏
जय हिंद 🇮🇳जय भारत 🇮🇳
#IndiaFightsCorona… https://t.co/WNx7LUKliW"
153,2020-03-25 19:51:45,"Really worried about all people , we need to hit hard corona in 21 days"
154,2020-03-25 19:52:16,@narendramodi @AmitShah  please give option to naughty if not Lockdown then Lockup. We can not tolerate such stupid… https://t.co/1BqhpSQDND
155,2020-03-25 19:52:24,"@PiyushGoyalOffc @narendramodi @RailMinIndia @GM_NRly @drmumb I , Tajinder Singh Nanda working as a Station Master… https://t.co/B8uRRCuPWn"
156,2020-03-25 19:53:08,RIP Floyd Cardoz...Great Chef who gave a new wave of Indian food to the World  Cuisines... https://t.co/rBQtwiDyvd
157,2020-03-25 19:54:41,This is the preparation for fighting Corona by this governmet थाली बजाओ .Why the industries run by corporate houses… https://t.co/8WChyR4Sx2
158,2020-03-25 19:54:44,"@Car_pe_d_iem @ShefVaidya Qurantine saves us from corona virus...

But nothing will save you from Mulla virus..."
159,2020-03-25 19:56:17,Intigrated Command and Control Room(#corona War Room) Bhopal. You Can Call 24x7 on Corona Help helpline No. 104 and… https://t.co/6aRAWkvBxV
160,2020-03-25 19:56:42,Modi g We appreciate your  decision against corona virus. But decision  took very  late. Corona virus has been tran… https://t.co/rw1y93RlQm
161,2020-03-25 19:56:44,"https://t.co/ErCuuqham0
CORONA EXPLAINED IN LAY MAN TERMS.
STAY SAFE GUYS

#SidIsEmotionForMe"
162,2020-03-25 19:58:04,Meanwhile @narendramodi &amp; @AmitShah to @sanjukta : https://t.co/B1FJ819fCb https://t.co/7WPH4xBtGX
163,2020-03-25 19:58:31,Completely agree with @realDonaldTrump it’s not corona it’s #chinesevirus
164,2020-03-25 19:58:35,Don't fight corona let it pass by be clever stay back home maintain social distancing
165,2020-03-25 20:00:58,@narendramodi modi saheb make one 24*7 channel like modi tv. . Name that corona tv  DO ASAP PLEASE. Take highly qua… https://t.co/GaSAbd0O9l
166,2020-03-25 20:03:42,"Exactly, this unimaginative deo's art chip off ye old block!
New if dynamic experts need to deal with this challeng… https://t.co/5QzHXg2GgO"
167,2020-03-25 20:04:05,"Pls connect with Mr Mundra @ManMundra. He is having Gud supply of essentials, kits, items for the #ChinaVirus… https://t.co/1BkBzGH1xF"
168,2020-03-25 20:06:20,"We were busy with life, where life was fully anxious and depressed. Now we are passing by panadamic corona virus.in… https://t.co/BHPs1ej2rh"
169,2020-03-25 20:09:34,@rohitify Goal achieved !! Now back to routine go Corona .. corona go !!
170,2020-03-25 20:10:17,21 things to do in next 21 days ! Let’s fight Corona &amp; boredom ✌️Check out this video on my official @YouTubeIndia… https://t.co/GJC8rZINtu
171,2020-03-25 20:13:42,"corona full form
@narendramodi @myogiadityanath @ABPNews @googlenews @ZeeNews @NewsNationTV @BeingSalmanKhan… https://t.co/sUkjsktA6g"
172,2020-03-25 20:14:09,"India ' s corona virus cases will rise only because of two things: 

1. Lack of proper planning in implementing the… https://t.co/iVzpT7MQ5h"
173,2020-03-25 20:14:20,@realDonaldTrump When your eyes open on China because China is manufacturer of saurs and corona
174,2020-03-25 20:15:09,"I hope there will be no cases of Corona virus..
May lord protect this country... 🙌 https://t.co/B8S5mRuigS"
175,2020-03-25 20:15:48,@zlj517 @China_Amb_India Corona is a chinese virus. Yes Corona is a chinese virus. And yes Corona is a chinese virus.
176,2020-03-25 20:17:05,#sudhirchaudhary #askzee #NarendraModi #DelhiFightsCorona #India #zeenews Kindly take immediate action on this plea… https://t.co/5E3FTaZdTh
177,2020-03-25 20:18:09,"@kamalkapoor049 It seems half of corona spread is in nyc, 60k cases and 30k in nyc itself. So those who have family in nyc is serious thing."
178,2020-03-25 20:18:28,"@China_Amb_India Declare all chinese as ""Wild Animals"" because they eat animals, Insects and Rodent Alive. 

Why Co… https://t.co/oUT0C0HZoT"
179,2020-03-25 20:19:34,"@down2earthindia Dear one, This is novel corona. Much more virulent race/strain. Ramesh Gupta ji will not help in this. Don't believe it."
180,2020-03-25 20:22:59,I never thought I would see Dua Lipa and Miley going Live on insta together. And Katrina washing vessels and sweepi… https://t.co/vcZm7RR3G2
181,2020-03-25 20:25:15,"Well Done Officers..👏👏
@PMOIndia @narendramodi Sir Don't Worry We will Conquer #Corona easily.

Mera Desh Badal Rah… https://t.co/syK9hLa9RT"
182,2020-03-25 20:27:21,Very  shameful  act by police. Before  beating    police  should  tell shopkeeper  about  corona virus .don't  give… https://t.co/jKJHz1WjcP
183,2020-03-25 20:30:21,Great https://t.co/uOertEQ686
184,2020-03-25 20:30:52,@myogioffice please start with this https://t.co/tIvYUMXo9b
185,2020-03-25 20:33:10,@dhruv_rathee can you remove you old video in which you telling everyone that if you have not been to China then ap… https://t.co/KeEy0Y6aA9
186,2020-03-25 20:37:47,"@PMOIndia @WHO @MoHFW_INDIA @ArvindKejriwal @narendramodi
use schools classrooms to convert them into hospitals.and… https://t.co/a0UKqQybWc"
187,2020-03-25 20:41:22,@PMOIndia  is small  private  clinic has been  closed because of corona virus infection. Now no right to the  peopl… https://t.co/cjmu8X5oZS
188,2020-03-25 20:48:57,W.H.O. LIKES GREAT WORK OF INDIA#fight against corona.#21daylockdown #IndoreFightsCorona #shivrajsinghchauhan… https://t.co/dbA8FvceOg
189,2020-03-25 20:51:57,"@rishibagree @MumbaiPolice Shoot him on site!

Please provide weapon to police for self defense 

These goons appea… https://t.co/9mGL93K5up"
190,2020-03-25 20:53:07,"@narendramodi @PMOIndia @myogiadityanath The Government of India has created WhatsApp Chatbot on Corona.

 It is ca… https://t.co/eHXqrOPc3A"
191,2020-03-25 20:53:14,A few things will go out of control. The thing should not go Out I’d control is corona . #coronavirusindia… https://t.co/CLPcrGkOOR
192,2020-03-25 20:57:05,"Check this tweet :
This person Mr.Ravi is informing about a possibly Corona positive person travelling in India fro… https://t.co/Ze5yGPalWN"
193,2020-03-25 20:58:20,"@PMOIndia @narendramodi @SrBachchan learning lesson from corona.. ""enemy is in air"".. mask &amp; gloves will have to be… https://t.co/kzHISY7IOe"
194,2020-03-25 20:58:58,"Check this tweet :
This person Mr.Ravi is informing about a possibly Corona positive person travelling in India fro… https://t.co/QRu0kOGZ2X"
